"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol"
"ENSG00000250012",7.7492031234977,0.0213228740617722,0.171085697091034,0.124632709947848,0.900814331497613,0.952138728301037,"ENSG00000250012"
"ENSG00000204628",3958.3575601206,-0.0117058589967469,0.0942093450592689,-0.124253692554412,0.901114411070755,0.952234640402976,"GNB2L1"
"ENSG00000214244",32.6914724136591,0.0273064320916511,0.219698832679783,0.124290292117532,0.901085433468748,0.952234640402976,"SETP21"
"ENSG00000261019",11.1161726061553,0.020847443614714,0.167713926396218,0.124303592806376,0.901074902718113,0.952234640402976,"ENSG00000261019"
"ENSG00000266312",5.83655236663597,-0.0255770441594352,0.2056339302969,-0.124381439009148,0.901013268744552,0.952234640402976,"ENSG00000266312"
"ENSG00000272699",5.72812487875536,-0.0236240142732521,0.189818957234986,-0.124455505484664,0.900954627887277,0.952234640402976,"ENSG00000272699"
"ENSG00000154118",12.6310593278637,-0.019916880637098,0.16067301897905,-0.123959086370904,0.901347669491099,0.952393632725141,"JPH3"
"ENSG00000267287",53.3586941957561,0.0174217669945461,0.140545850156898,0.123957889721378,0.90134861697189,0.952393632725141,"ENSG00000267287"
"ENSG00000269887",35.7485856926732,-0.0154190853663732,0.124456327200115,-0.12389153459093,0.901401155725528,0.95240490039122,"ENSG00000269887"
"ENSG00000229954",10.6347409370076,0.0222655789809794,0.179812383768713,0.123826727138098,0.901452469473843,0.952414872751107,"MTND2P2"
"ENSG00000102595",437.494779741435,0.00796233988621972,0.0643859347114682,0.123665827356569,0.90157986973231,0.952505228409126,"UGGT2"
"ENSG00000121486",425.543663228724,0.0111627038558125,0.0904214313517229,0.123451970278945,0.901749205439064,0.952523739576929,"TRMT1L"
"ENSG00000130962",76.4670790173687,0.0109467225339612,0.0887241822194948,0.123379244081169,0.9018067923105,0.952523739576929,"PRRG1"
"ENSG00000165355",204.174028554397,-0.0083627115621293,0.0677394329506537,-0.123454112292633,0.901747509333661,0.952523739576929,"FBXO33"
"ENSG00000204822",19.8751877633327,-0.0153732325029528,0.124570021957079,-0.123410370018636,0.901782145759253,0.952523739576929,"MRPL53"
"ENSG00000235816",13.1293963734119,-0.0174726883589082,0.14152022770824,-0.12346424706813,0.90173948434552,0.952523739576929,"PRELID1P3"
"ENSG00000073350",620.33730040912,0.010927836933961,0.0886472829009568,0.123273230451636,0.901890738134034,0.952523935366634,"LLGL2"
"ENSG00000236537",108.118182314361,0.00944845074181234,0.0766457083992681,0.123274361202232,0.901889842754787,0.952523935366634,"ENSG00000236537"
"ENSG00000137877",137.404330189384,0.0154535577068074,0.125576976920023,0.12306043739729,0.902059239478467,0.952613425393427,"SPTBN5"
"ENSG00000156232",170.692897092866,-0.00711619021440154,0.0578171501808737,-0.123080957676735,0.902042990190548,0.952613425393427,"WHAMM"
"ENSG00000232888",34.4486458824613,0.0125172195301481,0.101801232117375,0.122957446288233,0.902140795136817,0.952637832510536,"RPS11P5"
"ENSG00000245849",103.785433894043,0.0112687565334435,0.0916888884838536,0.122902095551392,0.902184626199268,0.952637832510536,"RAD51-AS1"
"ENSG00000272668",29.3260250934838,0.0200365778746809,0.16306794828155,0.122872569906173,0.902208007046999,0.952637832510536,"ENSG00000272668"
"ENSG00000253088",6.17488865672879,-0.0191471606095975,0.156103736623708,-0.122656645021588,0.90237899680529,0.952774147130565,"ENSG00000253088"
"ENSG00000099377",37.9330844688637,0.014795439103525,0.120700278995138,0.122579990922151,0.902439699865225,0.95279400862198,"HSD3B7"
"ENSG00000237118",19.0425036555866,0.0198119740260264,0.161939905768321,0.122341518800007,0.902628551695725,0.95294916120167,"CYP2F2P"
"ENSG00000186111",273.898464500553,0.0124099722409566,0.101574783511029,0.122175719327121,0.902759855548574,0.95304354598017,"PIP5K1C"
"ENSG00000253537",39.2434450066921,-0.0153676310180556,0.125960331155458,-0.122003736232553,0.902896059292246,0.953143094571494,"PCDHGA7"
"ENSG00000034053",42.1549638445886,-0.0180189842146704,0.14820341437305,-0.121582787352753,0.903229446046898,0.953277301182797,"APBA2"
"ENSG00000107164",461.01624097917,-0.00453128665093869,0.0372686525314307,-0.121584397158368,0.903228171066508,0.953277301182797,"FUBP3"
"ENSG00000167526",3136.48046814926,-0.0116116444971249,0.0955073007805371,-0.121578606056587,0.903232757671881,0.953277301182797,"RPL13"
"ENSG00000167740",151.744142643865,-0.00854454253679745,0.0701888671429358,-0.121736436056119,0.903107756030088,0.953277301182797,"CYB5D2"
"ENSG00000250892",8.25012415158805,-0.0189784701327747,0.15584009036379,-0.121781693583928,0.903071912430103,0.953277301182797,"ENSG00000250892"
"ENSG00000235571",13.8192724569832,-0.0200862340776662,0.165291895107636,-0.121519776057902,0.903279351749849,0.953282241018912,"SNX18P14"
"ENSG00000100429",10.1292271972239,0.0225105129197811,0.185514926681085,0.121340710003775,0.903421176302549,0.953343443317644,"HDAC10"
"ENSG00000171612",57.6751212419736,0.0113977744538964,0.0939034534118999,0.121377585592097,0.903391969711783,0.953343443317644,"SLC25A33"
"ENSG00000022976",174.059235025809,0.00704961618550526,0.0582376644802233,0.121049088221922,0.903652154249249,0.953365027925167,"ZNF839"
"ENSG00000105519",1652.40192525963,-0.0174672878710893,0.144411544250081,-0.12095492754264,0.90372673560709,0.953365027925167,"CAPS"
"ENSG00000170291",159.622284484178,0.00736860006210372,0.0608213979248269,0.121151441984465,0.903571084402975,0.953365027925167,"ELP5"
"ENSG00000187605",530.458456479275,0.00865673860187245,0.0715023360863763,0.121069311517528,0.90363613619991,0.953365027925167,"TET3"
"ENSG00000233430",5.70888659843611,-0.0214343492094282,0.176975809328834,-0.121114570916308,0.903600288214353,0.953365027925167,"ENSG00000233430"
"ENSG00000235947",31.6734115520286,0.0172475845379155,0.142607515401138,0.120944429116517,0.903735051093326,0.953365027925167,"EGOT"
"ENSG00000250486",23.1045854652962,0.0154331793736456,0.127416017173663,0.121124327348976,0.903592560597511,0.953365027925167,"FAM218A"
"ENSG00000111145",649.610849736443,-0.00938791347385788,0.0776872620203366,-0.120842377884297,0.90381588334201,0.953406078137873,"ELK3"
"ENSG00000221838",113.715338018214,0.00890611336207317,0.0738569385870266,0.120586007658292,0.904018952232109,0.953576062033536,"AP4M1"
"ENSG00000226017",21.4493556190295,0.016859846157223,0.139948246515248,0.120472007167207,0.904109253164167,0.953627085932653,"PRICKLE2-AS3"
"ENSG00000106992",23.7939082898107,0.0153478369499127,0.127965213890239,0.119937571183034,0.904532601782133,0.953817226737148,"AK1"
"ENSG00000119632",57.237401273721,0.0145188126908753,0.121060692789046,0.119930031427913,0.904538574525176,0.953817226737148,"IFI27L2"
"ENSG00000183576",528.811977393452,-0.00654399694935812,0.0544946853701405,-0.120085048751264,0.904415776047881,0.953817226737148,"SETD3"
"ENSG00000196700",402.552807427806,-0.00993657621954549,0.0828553513998456,-0.119926788694593,0.904541143312238,0.953817226737148,"ZNF512B"
"ENSG00000227383",12.5432032026827,-0.0182450205852996,0.151902191309567,-0.120110318541208,0.904395758555118,0.953817226737148,"ENSG00000227383"
"ENSG00000262410",9.11464021525774,0.0166997936582229,0.139097151856102,0.120058487434014,0.904436816690944,0.953817226737148,"ENSG00000262410"
"ENSG00000168887",226.792012890266,0.00599259645240567,0.0501102623325752,0.119588207553846,0.904809361688063,0.95405582393293,"C2orf68"
"ENSG00000141551",762.579024438121,0.00818973628932886,0.0685940164632331,0.119394324922184,0.904962957191995,0.954147388029016,"CSNK1D"
"ENSG00000145246",477.828176787146,-0.00602441984063868,0.0504673239239532,-0.119372682603829,0.904980102645178,0.954147388029016,"ATP10D"
"ENSG00000167216",178.694781036285,0.00972414624238006,0.081564630288237,0.119220135100428,0.905100954913302,0.954230571480469,"KATNAL2"
"ENSG00000106125",63.9800868987252,0.0150089281447419,0.125985876291264,0.119131831174814,0.905170912681874,0.954259008887083,"FAM188B"
"ENSG00000160991",254.973808680503,0.0105987904119551,0.0890447730303395,0.119027653743852,0.905253446998568,0.954259008887083,"ORAI2"
"ENSG00000266853",6.66898123946988,-0.021454437387714,0.180285244412979,-0.119002736233745,0.905273187987142,0.954259008887083,"ITM2BP1"
"ENSG00000268041",6.79774351867448,-0.0235833017900581,0.198221894718622,-0.118974252685531,0.905295754254159,0.954259008887083,"ENSG00000268041"
"ENSG00000232454",8.74349558958672,0.0186983476920057,0.157504115433909,0.118716565852858,0.905499911712303,0.95442997460305,"ENSG00000232454"
"ENSG00000221265",5.82929337193659,-0.0212489957257936,0.179160467696885,-0.118603149450045,0.905589770066867,0.954452638651102,"MIR1255A"
"ENSG00000243672",7.28531492921564,0.0243150766244435,0.205046048611887,0.118583492776626,0.90560534391887,0.954452638651102,"RPS3AP40"
"ENSG00000169314",141.518446381692,0.0160838543333168,0.136206737225647,0.118084131966773,0.906000996336214,0.954825386250444,"C22orf15"
"ENSG00000105556",111.700342596817,-0.0110124814772166,0.0933439331542016,-0.11797747432631,0.906085506101612,0.954825962599039,"MIER2"
"ENSG00000185728",972.292652395408,-0.00678326746498044,0.0574766080873735,-0.118017880503122,0.906053490299848,0.954825962599039,"YTHDF3"
"ENSG00000231148",5.79217135685523,0.0220914443717235,0.187619401545925,0.117746054990566,0.906268873965163,0.954974947621556,"HMGB1P7"
"ENSG00000167522",1248.43008724073,-0.00902850201278475,0.0767410928811447,-0.11764885895967,0.906345889886994,0.955011856362742,"ANKRD11"
"ENSG00000112739",1236.77038578131,-0.00482735500636579,0.0411004603282026,-0.117452577606614,0.906501421446303,0.955131489362305,"PRPF4B"
"ENSG00000240823",6.22546590496987,-0.020786090142439,0.177204778892738,-0.117299828324725,0.906622461069534,0.955214770675197,"RN7SL23P"
"ENSG00000119242",210.090564201077,0.0109292333909744,0.0933456486315768,0.117083480067836,0.906793900685868,0.955247464533383,"CCDC92"
"ENSG00000139160",97.2654570061341,-0.00791766088803065,0.0676217354975815,-0.117087513796711,0.906790704221327,0.955247464533383,"METTL20"
"ENSG00000180447",68.2081480388849,0.015351537431786,0.131214587462954,0.116995661295054,0.906863491655153,0.955247464533383,"GAS1"
"ENSG00000196295",734.693728489904,0.0108298632120506,0.0924947862438257,0.117086201848199,0.906791743853975,0.955247464533383,"ENSG00000196295"
"ENSG00000224738",9.84331645510985,-0.0192205627084954,0.164238309836971,-0.117028497964784,0.906837470532852,0.955247464533383,"ENSG00000224738"
"ENSG00000162878",141.484041951097,-0.0247561736676472,0.212362454005767,-0.11657509696594,0.907196772888403,0.955554272337046,"PKDCC"
"ENSG00000230844",27.5527974602077,-0.0126952309266134,0.109051973146337,-0.116414499988714,0.907324044198378,0.95564407063295,"ZNF674-AS1"
"ENSG00000077097",1712.01087878512,0.00716799902148656,0.0617642903875908,0.116054098193391,0.907609667250828,0.955764875286193,"TOP2B"
"ENSG00000100603",324.90078481302,-0.00716821471926964,0.0617763729044833,-0.116034891371057,0.907624889239882,0.955764875286193,"SNW1"
"ENSG00000103351",480.297872077802,-0.0102374073052947,0.0882239199936193,-0.116038907657187,0.907621706208544,0.955764875286193,"CLUAP1"
"ENSG00000105856",632.456110889091,0.00621791423184426,0.053613035410265,0.115977657005665,0.907670249410959,0.955764875286193,"HBP1"
"ENSG00000253872",9.69396261675454,0.0213995379515764,0.184555732391224,0.11595162975601,0.907690876986536,0.955764875286193,"ENSG00000253872"
"ENSG00000258461",28.3062797546011,-0.0160990395806882,0.13874549767089,-0.116032879271339,0.907626483891879,0.955764875286193,"ENSG00000258461"
"ENSG00000268538",9.82258444907748,-0.0196209072143648,0.169407853341607,-0.115820529139223,0.907794780109017,0.955830030035623,"ENSG00000268538"
"ENSG00000185112",52.6775420482176,0.0136831945824735,0.11854235009055,0.115428744006015,0.908105296805461,0.956024202487661,"FAM43A"
"ENSG00000216636",8.02452590458953,-0.0213899477193693,0.185288933517292,-0.115441042880055,0.90809554888714,0.956024202487661,"RPL7P25"
"ENSG00000228686",16.8835933123568,-0.0160094899884377,0.138678352002113,-0.115443324479323,0.908093740524479,0.956024202487661,"ENSG00000228686"
"ENSG00000273245",13.8840543151261,0.0182413085727018,0.158131110297875,0.115355596620679,0.908163272702369,0.956040984695333,"ENSG00000273245"
"ENSG00000233024",10.2466466312985,-0.0205164399346032,0.17808467191621,-0.115206096705821,0.908281766383214,0.956121470638703,"ENSG00000233024"
"ENSG00000163807",429.868734887237,-0.00980227962638208,0.0851328602928496,-0.115140964284098,0.908333391000138,0.956131561295282,"KIAA1143"
"ENSG00000047662",17.6432912456663,-0.0152453628376971,0.132596657583156,-0.114975468579486,0.908464566312406,0.956201713274817,"FAM184B"
"ENSG00000260229",33.5463559512757,-0.0173500530455395,0.150934601088813,-0.114950799355347,0.908484119862623,0.956201713274817,"ENSG00000260229"
"ENSG00000269175",11.8234965473947,-0.0169599900649033,0.147782168800149,-0.114763440018524,0.908632628174246,0.956313766552292,"ENSG00000269175"
"ENSG00000112584",768.432252394164,-0.00589698709311622,0.0515484121921008,-0.114397065638811,0.908923040007621,0.956530891261028,"FAM120B"
"ENSG00000172301",129.692764814362,-0.0131566198054642,0.114968775833076,-0.114436460770586,0.908891812314564,0.956530891261028,"COPRS"
"ENSG00000188487",8.43650400244487,-0.0238623819498798,0.208955910888658,-0.114198166725204,0.909080705144489,0.956583961496993,"INSC"
"ENSG00000196365",319.422269079517,0.00742251629413286,0.064980667049232,0.114226532770266,0.909058219451262,0.956583961496993,"LONP1"
"ENSG00000269693",13.9634572576352,-0.015050572170541,0.131821045782271,-0.114174273775676,0.909099645082549,0.956583961496993,"ENSG00000269693"
"ENSG00000266922",6.56587524743855,0.0206628990493398,0.181078436156434,0.114110213716939,0.909150425737926,0.956593138554005,"ENSG00000266922"
"ENSG00000088827",54.7967496001051,-0.0209191379710249,0.183654158729273,-0.113905060009352,0.909313054369293,0.956675738207752,"SIGLEC1"
"ENSG00000203615",8.28495141804881,-0.0199215133338757,0.174877011582061,-0.113917279084607,0.909303368006039,0.956675738207752,"ENSG00000203615"
"ENSG00000088053",21.9942082101952,-0.0187582965730448,0.16476647112608,-0.11384777767493,0.909358463672669,0.956679258882056,"GP6"
"ENSG00000162222",117.599217438963,0.00645790935919432,0.0568273081607607,0.113640951299775,0.909522423169914,0.956807492718618,"TTC9C"
"ENSG00000074755",1556.21287033,-0.00653926180400983,0.0576348302813934,-0.113460242219555,0.909665681603002,0.956825429513882,"ZZEF1"
"ENSG00000101417",80.0800379407702,-0.00862569940020508,0.0759799429367147,-0.113526005243115,0.909613547149229,0.956825429513882,"PXMP4"
"ENSG00000204568",270.111555960423,-0.0104370681931867,0.0919847411362729,-0.113465212428271,0.909661741394715,0.956825429513882,"MRPS18B"
"ENSG00000127720",176.539946755691,-0.00837036448984789,0.0740672145026085,-0.113010385850991,0.9100223212471,0.956979271058075,"METTL25"
"ENSG00000164164",1086.66043274301,-0.00598402206484115,0.0529292451047165,-0.113057007576855,0.909985359371519,0.956979271058075,"OTUD4"
"ENSG00000205959",17.5342302560752,0.0178263666967602,0.157596852372257,0.113113722948304,0.909940395479294,0.956979271058075,"ENSG00000205959"
"ENSG00000261270",68.3875645557368,0.016975857226551,0.150049900436141,0.113134745022878,0.90992372927195,0.956979271058075,"ENSG00000261270"
"ENSG00000263678",7.73597076395259,-0.0204163489571467,0.180359731702978,-0.113197933731511,0.90987363378309,0.956979271058075,"ENSG00000263678"
"ENSG00000226742",130.434510476542,-0.00715086873307619,0.0633982319836759,-0.112792873071246,0.910194768750612,0.957116363237502,"HSBP1L1"
"ENSG00000161570",204.302261758538,0.0207187399960633,0.183866824948495,0.112683405513023,0.910281557928594,0.95716337279371,"CCL5"
"ENSG00000163728",695.874865877719,-0.00787768063637473,0.0701287948261182,-0.112331612940264,0.910560476921712,0.957378315275926,"TTC14"
"ENSG00000219891",7.54943178256164,0.0198248936007363,0.176523598845435,0.112307327351144,0.910579732175542,0.957378315275926,"ZSCAN12P1"
"ENSG00000263326",12.6263484852951,0.0148557007439413,0.132325545657683,0.112266310107437,0.91061225353342,0.957378315275926,"ENSG00000263326"
"ENSG00000122376",366.429495441897,0.00588803512863839,0.0524879121382483,0.112178878693628,0.910681575812051,0.957406940938768,"FAM35A"
"ENSG00000254997",5.51130200437687,0.0200450937669982,0.178932080553734,0.112026271113405,0.910802576344281,0.957489891212125,"KRTAP5-9"
"ENSG00000224660",244.667946895677,-0.0100532509153706,0.0898327730279778,-0.11191072674824,0.910894191319626,0.95751616095851,"SH3BP5-AS1"
"ENSG00000242457",17.2153936742049,-0.0154899811691725,0.138441147850831,-0.111888563549493,0.910911764626243,0.95751616095851,"RBBP4P2"
"ENSG00000250318",16.6962788805956,0.0166801819851249,0.149260558682249,0.111752107404571,0.911019962318021,0.957585637441588,"ENSG00000250318"
"ENSG00000215160",15.9124465800022,-0.0220363782299613,0.197348948674285,-0.111661999610301,0.91109141075882,0.957616481644189,"OR7E122P"
"ENSG00000046647",151.360298293777,-0.00791691052068771,0.0710308445129314,-0.111457361586718,0.911253675392588,0.957632791335702,"GEMIN8"
"ENSG00000204310",93.4037400055981,0.00943801198350138,0.0845810320467332,0.111585443628622,0.911152114235895,0.957632791335702,"AGPAT1"
"ENSG00000233325",21.5069217790411,0.0144941358360246,0.130073874835236,0.111430030468333,0.91127534747092,0.957632791335702,"MIPEPP3"
"ENSG00000237296",414.009462605766,-0.00960838764607339,0.0861647387920824,-0.111511829325667,0.911210485658928,0.957632791335702,"SMG1P1"
"ENSG00000053501",49.6342754663159,-0.0100350633057901,0.0902283192893486,-0.111218555159042,0.911443038026042,0.957656187638586,"USE1"
"ENSG00000183520",172.736458570841,-0.00734797816335033,0.0660851480990054,-0.111189554305636,0.91146603472619,0.957656187638586,"UTP11L"
"ENSG00000236540",23.3597869128297,0.0136293184688497,0.122499146445526,0.111260517842959,0.911409763162105,0.957656187638586,"ENSG00000236540"
"ENSG00000257496",11.5920298627263,-0.0178285736054105,0.160203564195591,-0.111286997233369,0.911388766060009,0.957656187638586,"ENSG00000257496"
"ENSG00000104064",134.554937773147,0.008091452822016,0.0728153572684929,0.111122888433827,0.91151889879869,0.957667490496923,"GABPB1"
"ENSG00000234684",107.871157879651,0.0105544886053372,0.095121627098985,0.110957822392526,0.911649792991726,0.957726649456184,"SDCBP2-AS1"
"ENSG00000260015",9.10898947172227,-0.0205999576858334,0.185676075237623,-0.110945676008447,0.911659424935208,0.957726649456184,"ENSG00000260015"
"ENSG00000230928",39.1929282020766,-0.0132292940351742,0.119435229315578,-0.110765425837791,0.911802362781202,0.95774409731195,"ENSG00000230928"
"ENSG00000231473",10.0147163860054,-0.0171017770743263,0.154327578142659,-0.11081478294513,0.911763222458835,0.95774409731195,"LINC00441"
"ENSG00000248008",187.812283153594,0.0116123629353245,0.104738343284067,0.110870217832546,0.911719262695337,0.95774409731195,"DYNLL1-AS1"
"ENSG00000115993",841.515069695054,0.00673038063387024,0.060818632909259,0.110663135817471,0.91188347973084,0.957785068024301,"TRAK2"
"ENSG00000233186",7.08754783412339,-0.0195103293244975,0.176783573522931,-0.110362795228635,0.912121657949818,0.957902525207123,"ENSG00000233186"
"ENSG00000243659",7.26359550973812,-0.0196220743960524,0.177727150351561,-0.110405609707003,0.912087704426229,0.957902525207123,"ENSG00000243659"
"ENSG00000245498",40.6523019012619,-0.0108931760003027,0.0987027678539055,-0.110363429893133,0.912121154635355,0.957902525207123,"ENSG00000245498"
"ENSG00000075234",148.49759800927,0.00602715863309894,0.054732145740639,0.11012100021914,0.912313413676648,0.957981156441469,"TTC38"
"ENSG00000166579",527.654611154345,0.00770615838049375,0.0699849041627786,0.110111722987716,0.912320771094274,0.957981156441469,"NDEL1"
"ENSG00000169972",46.1589251442664,0.0109696727560335,0.0996255335036284,0.110109049058533,0.912322891686696,0.957981156441469,"PUSL1"
"ENSG00000172331",133.182067610673,0.0120702449192289,0.109763715987225,0.109965709621508,0.912436569703372,0.958056292014842,"BPGM"
"ENSG00000131779",163.124553265587,0.00692347354228353,0.0630763922331529,0.109763309174245,0.912597090207769,0.958136371679154,"PEX11B"
"ENSG00000149050",139.711497054437,0.0129362331164163,0.117799569925248,0.109815622626001,0.912555600917607,0.958136371679154,"ZNF214"
"ENSG00000172687",68.0436857200437,0.0100991267681183,0.0923123277549856,0.109401712790986,0.912883875293499,0.958393226535974,"ZNF738"
"ENSG00000076003",146.462098469724,0.0111908864130599,0.102455566637821,0.109226729013363,0.913022660452257,0.958494686790959,"MCM6"
"ENSG00000249846",28.2287990328713,0.0152693878345851,0.139918772893995,0.109130372706695,0.913099084814092,0.958513004173026,"ENSG00000249846"
"ENSG00000271318",24.2522794487445,0.0165317254910958,0.151530327886153,0.109098460497732,0.913124395946929,0.958513004173026,"ENSG00000271318"
"ENSG00000132535",124.196880589394,0.0122182404444247,0.112224836003896,0.108872874129222,0.913303322034496,0.958612338195237,"DLG4"
"ENSG00000140403",1172.56375699892,-0.0107785254250302,0.0989797539255689,-0.108896264110087,0.913284769832552,0.958612338195237,"DNAJA4"
"ENSG00000151131",66.8566390381586,0.00815754492405719,0.0750259383807276,0.108729662035826,0.913416914421768,0.958660703531132,"C12orf45"
"ENSG00000169371",59.3819929455361,0.00870326603005459,0.080099741172693,0.108655357715708,0.913475851518057,0.958660703531132,"SNUPN"
"ENSG00000184988",98.6560351648952,-0.010907936795037,0.10034257321144,-0.108706967002451,0.913434915738696,0.958660703531132,"TMEM106A"
"ENSG00000214013",443.560787973704,0.00717735641816181,0.0662409005117082,0.108352337645126,0.913716207514772,0.958868704088773,"GANC"
"ENSG00000127831",9.54262058651794,0.016649981097326,0.153763038426207,0.108283377252048,0.913770908110187,0.958881864633113,"VIL1"
"ENSG00000110104",29.6329995209855,0.012318262736456,0.113989176668784,0.108065196156727,0.913943975877724,0.958905165986443,"CCDC86"
"ENSG00000130023",314.334188494748,-0.00535635021565128,0.049576197159011,-0.108042781064294,0.913961756430448,0.958905165986443,"ERMARD"
"ENSG00000149527",810.436642840316,-0.0124260343204372,0.114853777685438,-0.1081900358077,0.913844948834407,0.958905165986443,"PLCH2"
"ENSG00000161860",11.0488060247932,-0.0186178984644782,0.17216786115375,-0.108138059796491,0.913886177806108,0.958905165986443,"SYCE2"
"ENSG00000108861",522.755912245856,-0.00947643389721105,0.0879921730036129,-0.107696327681576,0.914236582656866,0.959149261310382,"DUSP3"
"ENSG00000149531",112.751306208167,-0.0112236838160173,0.104358687778393,-0.107549108320056,0.914353368405924,0.959227537408872,"FRG1B"
"ENSG00000250698",48.624081937516,-0.0128874104372899,0.119964590607146,-0.107426786288072,0.914450405080053,0.959257749043588,"ENSG00000250698"
"ENSG00000259684",13.6539803426793,-0.0132728383699959,0.123575776824462,-0.107406473267409,0.914466519291377,0.959257749043588,"ENSG00000259684"
"ENSG00000185340",72.5875103092807,0.0112869902338396,0.105215755796085,0.107274715164472,0.914571043147431,0.959278906352388,"GAS2L1"
"ENSG00000214199",14.0228107140993,0.019850543383532,0.185004855105209,0.107297418612302,0.914553032370502,0.959278906352388,"EEF1A1P12"
"ENSG00000102181",457.657620949716,-0.00574221535335429,0.0535917512122228,-0.107147372934599,0.914672065290217,0.959303884810237,"CD99L2"
"ENSG00000131408",257.891929773117,-0.00784620808665312,0.0732707084306971,-0.107085194816622,0.91472139244986,0.959303884810237,"NR1H2"
"ENSG00000182973",284.049422754277,-0.0049885883496818,0.0465648766617625,-0.107131999638222,0.914684261206855,0.959303884810237,"CNOT10"
"ENSG00000102858",383.375249964395,-0.0101152737356205,0.0946107544678351,-0.10691462923551,0.914856707263736,0.959313091286603,"MGRN1"
"ENSG00000205047",36.4848355488223,-0.0150182967991409,0.140405525637418,-0.106963716213876,0.914817764831966,0.959313091286603,"ENSG00000205047"
"ENSG00000228779",15.0077080421384,-0.0161627333382797,0.151167127718263,-0.106919629831182,0.914852740105413,0.959313091286603,"ENSG00000228779"
"ENSG00000143786",35.6047406928526,-0.0104661336075827,0.0980529382849258,-0.10673962239836,0.914995548024621,0.959414445819555,"CNIH3"
"ENSG00000141519",419.507164124779,0.0153352081151261,0.143812658703428,0.10663322862802,0.915079956234975,0.959415168873237,"CCDC40"
"ENSG00000254433",19.6026459047253,-0.0143671992824257,0.134802978652367,-0.106579241987495,0.915122787264157,0.959415168873237,"ENSG00000254433"
"ENSG00000271997",46.4161840761557,0.0134493832855842,0.126129910300897,0.106631196783532,0.915081568221731,0.959415168873237,"ENSG00000271997"
"ENSG00000101473",113.942105779389,-0.0057139771180379,0.0538143439218474,-0.106179444022138,0.915439980032588,0.959510359475058,"ACOT8"
"ENSG00000109103",156.587791975815,0.00571807258691285,0.0538213604496308,0.106241695474498,0.915390589924116,0.959510359475058,"UNC119"
"ENSG00000165972",6.66682195645124,0.0181629919541957,0.171113688856455,0.106145756517659,0.915466707729896,0.959510359475058,"CCDC38"
"ENSG00000174013",140.308153944733,0.00911082172966284,0.0857550732907674,0.106242364212914,0.915390059350912,0.959510359475058,"FBXO45"
"ENSG00000230202",130.439693575023,0.0137950862044748,0.129917883653679,0.106183119802415,0.915437063670891,0.959510359475058,"ENSG00000230202"
"ENSG00000249494",5.30153609120943,0.0193134081948003,0.181574167561865,0.106366497250882,0.91529157356739,0.959510359475058,"ENSG00000249494"
"ENSG00000108278",131.695714384431,0.00565149197061883,0.0532845289092531,0.106062530462523,0.915532739768916,0.959535350136133,"ZNHIT3"
"ENSG00000215217",284.176533981032,0.0166918340799314,0.157467365419347,0.106001862896987,0.91558087413765,0.959541581484965,"C5orf49"
"ENSG00000108774",97.246696868363,0.00917360192933372,0.086767991142524,0.105725646157525,0.915800031697477,0.959662286792404,"RAB5C"
"ENSG00000115392",233.905671186014,0.00661781022844963,0.0626174602623549,0.105686340530617,0.915831218326803,0.959662286792404,"FANCL"
"ENSG00000122483",111.199392462051,0.00877535871587065,0.0831439763994328,0.10554413074632,0.915944054241277,0.959662286792404,"CCDC18"
"ENSG00000166869",322.873474769112,-0.0218579700587085,0.206966795092585,-0.105610999334123,0.915890997355561,0.959662286792404,"CHP2"
"ENSG00000175193",193.155766482635,-0.00677172683737616,0.0640962882269226,-0.105649282114464,0.915860622049441,0.959662286792404,"PARL"
"ENSG00000248415",37.1201266749762,0.0147654475573983,0.139906949294233,0.105537627915434,0.915949213932884,0.959662286792404,"GAPDHP61"
"ENSG00000259751",5.77263449396153,0.0196716476773709,0.186728502831564,0.105348928412474,0.916098939688044,0.959774945150162,"ENSG00000259751"
"ENSG00000224511",11.6148655840175,0.0199626480077229,0.189661257851829,0.105254221309228,0.916174087232574,0.959809462921127,"LINC00365"
"ENSG00000123815",344.858160158283,0.00833387879666856,0.0793838692265141,0.104982018108599,0.916390077334728,0.959903095790589,"ADCK4"
"ENSG00000173124",23.4997555924148,0.0158789152174092,0.151235410391665,0.104994691231944,0.916380021220314,0.959903095790589,"C10orf129"
"ENSG00000197045",490.816059946319,0.00994832523401399,0.0947445842925887,0.105001518643976,0.916374603679239,0.959903095790589,"GMFB"
"ENSG00000130783",11.5473989818348,-0.016502365262184,0.157708999878412,-0.10463806932329,0.916663005556369,0.960144763672012,"CCDC62"
"ENSG00000111716",1626.66078021719,0.0117269283012465,0.112327481656451,0.10439945887074,0.916852352095306,0.960298866960886,"LDHB"
"ENSG00000127533",18.3342685089508,0.0160949675535932,0.154331050893964,0.104288589109988,0.916940333105245,0.960302571080062,"F2RL3"
"ENSG00000168658",898.979976368678,-0.0158361769316523,0.151807368674529,-0.104317577400375,0.916917329267755,0.960302571080062,"VWA3B"
"ENSG00000088247",472.944438443581,-0.00771717782843879,0.0740467097059146,-0.10422040167738,0.916994443939133,0.960315021316496,"KHSRP"
"ENSG00000199072",6.82670129565733,0.0181813851738278,0.174758003826098,0.104037496284978,0.917139592280695,0.960352236825253,"MIRLET7F1"
